,Sector,Climate,Health,Intersection,Year
0,Banks,0.7,1.0,0.18,2021
1,Beverages,1.0,1.0,0.17,2021
2,Construction & Materials,1.0,0.5,0.0,2021
3,Diversified,0.5,0.5,0.0,2021
4,Financial Services,0.58,0.79,0.21,2021
5,Food Producers,0.33,0.5,0.17,2021
6,General Industrials,0.0,1.0,0.0,2021
7,Life Insurance,1.0,1.0,1.0,2021
8,Media,0.25,0.92,0.0,2021
9,Mining,1.0,1.0,0.0,2021
10,Mobile Telecommunications,0.45,1.0,0.0,2021
11,Not Applicable,0.67,1.0,0.0,2021
12,Oil & Gas Producers,0.0,1.0,0.0,2021
13,Pharmaceuticals & Biotechno...,1.0,1.0,0.33,2021
14,Support Services,0.54,0.54,0.0,2021
15,Technology Hardware & Equip...,0.0,0.5,0.0,2021
